Sec3|Node17|Edge1,"[[2, 'v2', 'co1'], [1, 'co4']]"
Sec3|Node17|Edge2,"[[2, 'co1', 'co4'], [1, 'co2'], [2, 'co2', 'co3'], [1, 'v2'], [2, 'co2', 'co4'], [2, 'co2', 'co1']]"
Sec3|Node17|Edge3,"[[2, 'co2', 'v1'], [1, 'co1'], [1, 'v2'], [1, 'v1']]"
Sec3|Node17|Edge4,"[[1, 'co4'], [1, 'co1'], [1, 'co3']]"
Sec3|Node17|Edge5,"[[1, 'co2'], [2, 'co2', 'co4'], [2, 'co2', 'v2'], [2, 'co4', 'v1']]"
Sec3|Node17|Edge6,"[[2, 'co1', 'co2']]"
Sec3|Node17|Edge7,"[[1, 'v2'], [2, 'co1', 'v2'], [1, 'v1'], [1, 'co2']]"
Sec3|Node17|Edge8,"[[1, 'v2'], [1, 'co2'], [2, 'co2', 'co3']]"
Sec3|Node23|Edge1,"[[1, 'v14'], [2, 'v19', 'co15'], [1, 'co2'], [2, 'v6', 'v7'], [2, 'co6', 'v13'], [1, 'v2'], [2, 'co15', 'v17']]"
Sec3|Node23|Edge2,"[[2, 'v8', 'co1'], [2, 'v4', 'v6'], [2, 'co8', 'v2'], [2, 'co16', 'co13'], [2, 'co12', 'v13'], [2, 'co4', 'v11'], [1, 'v7']]"
Sec3|Node23|Edge3,"[[1, 'v2'], [2, 'v12', 'co15'], [1, 'v8'], [2, 'v4', 'co5'], [1, 'v5'], [1, 'v7'], [2, 'v7', 'v18'], [2, 'v9', 'co13'], [2, 'v1', 'co13'], [2, 'co9', 'co8']]"
Sec3|Node23|Edge4,"[[1, 'co4'], [1, 'v12'], [2, 'v16', 'v5']]"
Sec3|Node23|Edge5,"[[2, 'co9', 'v10'], [2, 'co7', 'co3'], [2, 'v5', 'v6'], [2, 'co5', 'co10'], [2, 'v18', 'co8'], [1, 'co6'], [1, 'co8'], [1, 'v1'], [2, 'co9', 'v5']]"
Sec3|Node23|Edge6,"[[1, 'v10'], [1, 'co2']]"
Sec3|Node23|Edge7,"[[1, 'v6'], [1, 'co8'], [1, 'v2'], [2, 'co6', 'v12'], [2, 'co15', 'v10']]"
Sec3|Node23|Edge8,"[[2, 'v1', 'co11'], [2, 'v20', 'v18'], [2, 'v7', 'co14']]"
Sec3|Node6|Edge1,"[[2, 'v15', 'co15'], [2, 'co6', 'co1'], [1, 'co14'], [1, 'co2'], [1, 'co4'], [1, 'v12'], [2, 'co8', 'v13'], [2, 'v10', 'v15'], [2, 'v2', 'co15']]"
Sec3|Node6|Edge2,"[[2, 'v4', 'v14'], [2, 'co5', 'v6'], [2, 'v8', 'v10'], [1, 'co15']]"
Sec3|Node6|Edge3,"[[2, 'v15', 'v7'], [1, 'v7']]"
Sec3|Node6|Edge4,"[[1, 'co5'], [1, 'v19'], [1, 'co15'], [2, 'v14', 'v7']]"
Sec3|Node6|Edge5,"[[2, 'v18', 'v17'], [2, 'v3', 'v15'], [2, 'v12', 'v18'], [2, 'v16', 'v17']]"
Sec3|Node6|Edge6,"[[1, 'v12'], [1, 'v24'], [2, 'v6', 'v21'], [1, 'co7'], [2, 'co4', 'v1'], [1, 'v21'], [2, 'v10', 'co6'], [1, 'v3']]"
Sec3|Node6|Edge7,"[[1, 'v7'], [2, 'co4', 'co6'], [1, 'v18']]"
Sec3|Node6|Edge8,"[[2, 'co9', 'co6'], [1, 'v14'], [1, 'co12'], [2, 'v23', 'co5']]"
Sec3|Node13|Edge1,"[[1, 'co1'], [1, 'co21'], [2, 'v3', 'co13'], [1, 'v12'], [2, 'co7', 'v4'], [1, 'co25'], [2, 'co24', 'co7'], [2, 'co22', 'co11']]"
Sec3|Node13|Edge2,"[[2, 'v8', 'v1']]"
Sec3|Node13|Edge3,"[[1, 'co14'], [1, 'v12'], [1, 'co21']]"
Sec3|Node13|Edge4,"[[1, 'co22'], [1, 'v13'], [1, 'co11'], [2, 'co9', 'co13'], [2, 'v5', 'co25'], [1, 'v7'], [2, 'co22', 'co10'], [2, 'v2', 'co22']]"
Sec3|Node13|Edge5,"[[1, 'v12'], [2, 'v8', 'v2']]"
Sec3|Node13|Edge6,"[[2, 'v7', 'co16'], [1, 'v10'], [1, 'v4']]"
Sec3|Node13|Edge7,"[[2, 'co25', 'co14'], [2, 'co12', 'co7'], [2, 'v3', 'v8'], [1, 'v12'], [2, 'co1', 'co13'], [2, 'co2', 'co18']]"
Sec3|Node13|Edge8,"[[1, 'co10'], [2, 'v1', 'co22'], [2, 'co18', 'v4'], [1, 'co22'], [2, 'co13', 'co1']]"
Sec3|Node12|Edge1,"[[1, 'v20'], [2, 'v8', 'co4'], [1, 'co18'], [1, 'co14'], [1, 'co11'], [2, 'v20', 'co11'], [2, 'co12', 'v7'], [2, 'v5', 'co2'], [1, 'co17']]"
Sec3|Node12|Edge2,"[[1, 'v8'], [2, 'co16', 'v20'], [1, 'co15'], [1, 'co16'], [2, 'co19', 'co17']]"
Sec3|Node12|Edge3,"[[2, 'co1', 'co7'], [1, 'co16'], [1, 'v7'], [1, 'v11'], [1, 'co10'], [1, 'v5'], [1, 'v3'], [2, 'co11', 'co6'], [2, 'co15', 'co19']]"
Sec3|Node12|Edge4,"[[2, 'v5', 'co10']]"
Sec3|Node12|Edge5,"[[2, 'v1', 'v5'], [1, 'v19'], [1, 'v15'], [1, 'v14']]"
Sec3|Node12|Edge6,"[[1, 'co10'], [2, 'co18', 'co8'], [2, 'co10', 'co12'], [1, 'v17'], [2, 'co9', 'co7'], [1, 'co6'], [1, 'co5']]"
Sec3|Node12|Edge7,"[[2, 'v14', 'v13'], [2, 'co10', 'co5'], [2, 'v9', 'v5'], [2, 'co2', 'co6'], [1, 'co15'], [2, 'co21', 'v13'], [1, 'co13'], [2, 'v16', 'v14']]"
Sec3|Node12|Edge8,"[[1, 'v13'], [2, 'v9', 'co20'], [1, 'v20'], [1, 'co2'], [1, 'v3'], [1, 'co4']]"
