Sec4|Node5_213|Edge1_207,"[[2, 'v97', 'v37'], [1, 'v69'], [1, 'v19'], [2, 'v81', 'v56'], [2, 'v23', 'v71']]"
Sec4|Node5_213|Edge2_222,"[[1, 'v101']]"
Sec4|Node5_213|Edge3_191,"[[2, 'v49', 'co2'], [2, 'v74', 'co3'], [2, 'v21', 'v18'], [2, 'co12', 'v97'], [2, 'v14', 'co3'], [2, 'v88', 'v66'], [1, 'v32'], [2, 'v57', 'v9']]"
Sec4|Node5_213|Edge4_146,"[[1, 'v81']]"
Sec4|Node5_213|Edge5_147,"[[1, 'v28'], [1, 'v89'], [1, 'v93'], [2, 'v81', 'co11'], [2, 'v49', 'co10'], [2, 'v41', 'v38'], [2, 'co19', 'v8'], [2, 'v54', 'v44'], [2, 'v62', 'v68'], [2, 'co9', 'v98']]"
Sec4|Node5_213|Edge6_211,"[[1, 'v48'], [2, 'v41', 'v82']]"
Sec4|Node5_213|Edge7_149,"[[2, 'v42', 'v63'], [2, 'v28', 'v32']]"
Sec4|Node5_213|Edge8_143,"[[2, 'v59', 'v7'], [1, 'v104'], [2, 'v47', 'v38'], [2, 'v78', 'co15'], [2, 'v48', 'v93'], [2, 'v99', 'v103'], [2, 'v105', 'v39'], [1, 'v81'], [2, 'v5', 'v16']]"
Sec4|Node9_194|Edge1_183,"[[1, 'co3'], [1, 'co10'], [2, 'co12', 'co14'], [2, 'co6', 'co15'], [1, 'co7'], [1, 'v4']]"
Sec4|Node9_194|Edge2_226,"[[2, 'co1', 'co4'], [1, 'co10'], [1, 'co8'], [1, 'co5'], [1, 'co4'], [2, 'co5', 'v4']]"
Sec4|Node9_194|Edge3_247,"[[2, 'co13', 'co8'], [1, 'co2'], [1, 'co5']]"
Sec4|Node9_194|Edge4_181,"[[2, 'co10', 'v5'], [1, 'v5'], [2, 'co11', 'co2'], [1, 'v2'], [2, 'co4', 'co12']]"
Sec4|Node9_194|Edge5_299,"[[1, 'co6'], [2, 'co6', 'v1']]"
Sec4|Node9_194|Edge6_217,"[[1, 'co9'], [1, 'v5'], [2, 'v3', 'v4'], [2, 'co9', 'co8'], [1, 'co8'], [2, 'co7', 'v3'], [1, 'co1'], [1, 'co14'], [1, 'co3']]"
Sec4|Node9_194|Edge7_194,"[[2, 'v2', 'v1'], [2, 'co2', 'co15'], [2, 'co9', 'co3'], [1, 'co7'], [2, 'v3', 'v4'], [2, 'co3', 'v5']]"
Sec4|Node9_194|Edge8_278,"[[1, 'co15'], [2, 'v2', 'co5'], [2, 'co15', 'co6'], [2, 'co15', 'co8'], [1, 'v3'], [1, 'co13'], [2, 'v1', 'v3'], [1, 'co2']]"
Sec4|Node23_199|Edge1_237,"[[2, 'v6', 'co15'], [1, 'v65'], [1, 'v58'], [2, 'v35', 'v15'], [1, 'v41'], [2, 'v39', 'co10'], [1, 'co5']]"
Sec4|Node23_199|Edge2_301,"[[1, 'v1'], [2, 'v53', 'co10'], [1, 'v44'], [2, 'v4', 'v27'], [1, 'v39'], [1, 'v57'], [2, 'v18', 'v72']]"
Sec4|Node23_199|Edge3_242,"[[2, 'v43', 'v2'], [2, 'v15', 'v34'], [2, 'v53', 'v10'], [2, 'co4', 'v57'], [2, 'co7', 'v44'], [2, 'v21', 'v16'], [2, 'v38', 'v72'], [1, 'v40'], [1, 'v44'], [1, 'v30']]"
Sec4|Node23_199|Edge4_195,"[[2, 'co11', 'v26'], [2, 'co3', 'co10'], [2, 'v27', 'v59'], [1, 'v39'], [2, 'v64', 'v2'], [1, 'v61'], [1, 'co15'], [2, 'co9', 'v21'], [2, 'co3', 'v67'], [1, 'v49']]"
Sec4|Node23_199|Edge5_196,"[[2, 'v59', 'co4'], [1, 'v65'], [1, 'v11'], [2, 'v2', 'v46'], [2, 'v16', 'v12'], [2, 'v60', 'v33'], [2, 'v32', 'v19'], [1, 'v32'], [1, 'v62']]"
Sec4|Node23_199|Edge6_191,"[[2, 'v42', 'co5'], [2, 'co15', 'v71'], [2, 'co2', 'v51'], [1, 'v52']]"
Sec4|Node23_199|Edge7_209,"[[2, 'v37', 'v1'], [2, 'v7', 'v21']]"
Sec4|Node23_199|Edge8_232,"[[1, 'co15'], [1, 'v20'], [1, 'v56'], [1, 'v4']]"
Sec4|Node10_298|Edge1_255,"[[2, 'co57', 'co59'], [1, 'v5'], [1, 'v33'], [1, 'v25'], [1, 'co18'], [1, 'v58']]"
